"cut","clarity","table","x","z"
"Ideal","VS1",57,4.45,2.74
"Premium","VS2",58,4.52,2.69
"Ideal","VS2",55,4.45,2.77
"Very Good","VVS2",59,4.48,2.69
"Ideal","IF",55.2,4.44,2.76
"Ideal","VS2",56,4.55,2.8
"Ideal","SI1",55,4.99,3.09
"Ideal","SI1",56,4.82,2.98
"Ideal","VS2",57,4.7,2.93
"Ideal","VS2",57,4.73,2.91
"Good","VS2",56,4.68,2.98
"Very Good","VVS1",56,4.35,2.67
"Ideal","VS2",55,4.43,2.73
"Ideal","VVS2",53,4.61,2.93
"Ideal","VS2",54,4.79,2.96
"Ideal","SI1",56,4.59,2.82
"Premium","VS1",59,4.57,2.8
"Premium","VS1",59,4.83,2.87
"Ideal","VS1",57,4.6,2.83
"Ideal","SI1",57,4.59,2.81
"Very Good","SI1",58,4.54,2.85
"Premium","IF",59,4.34,2.62
"Ideal","SI1",56,4.79,2.97
"Ideal","SI1",57,4.89,2.99
"Premium","SI1",59,4.86,2.92
"Ideal","VVS1",55,4.42,2.76
"Very Good","SI1",59,4.82,2.94
"Ideal","VVS1",56,4.56,2.85
"Premium","SI1",59,4.76,2.96
"Ideal","VVS2",56,4.44,2.74
"Premium","VS2",59,4.59,2.81
"Ideal","VS2",56,4.58,2.87
"Premium","SI1",58,4.51,2.72
"Ideal","SI1",57,4.44,2.76
"Good","SI2",56,4.45,2.85
"Very Good","VS2",54,4.02,2.47
"Ideal","VS1",54,4.33,2.69
"Ideal","SI1",57,4.27,2.68
"Good","SI1",58,4.33,2.74
"Very Good","VS2",59,4.56,2.83
"Very Good","VS2",61,4.66,2.75
"Very Good","VS2",59,4.56,2.85
"Very Good","VS2",58,4.53,2.87
"Premium","SI2",58,4.68,2.84
"Premium","VS2",59,4.64,2.85
"Premium","SI1",60,4.68,2.79
"Ideal","SI2",57,4.71,2.87
"Ideal","VVS1",56,4.41,2.69
"Fair","VS2",58,4.63,3.01
"Very Good","VVS2",55,4.35,2.65
"Good","VS1",60,4.57,2.57
"Ideal","VVS2",56,4.46,2.74
"Ideal","VVS2",55,4.28,2.66
"Ideal","VVS2",54,4.3,2.69
"Ideal","VVS1",55,4.41,2.71
"Ideal","VVS1",56,4.4,2.72
"Ideal","VVS1",55,4.45,2.73
"Ideal","VVS1",54,4.41,2.73
"Ideal","VVS1",58,4.27,2.64
"Ideal","VVS1",54,4.35,2.7
"Ideal","VVS1",55,4.26,2.67
"Ideal","VVS1",56,4.28,2.67
"Ideal","IF",56,4.4,2.7
"Ideal","IF",55,4.41,2.72
"Ideal","IF",55,4.42,2.73
"Ideal","VVS1",55,4.1,2.56
"Premium","SI2",62,5.01,3.06
"Ideal","VVS1",56,4.38,2.75
"Very Good","IF",56,4.35,2.61
"Ideal","VVS2",54,4.38,2.72
"Ideal","VVS1",54,4.38,2.73
"Ideal","IF",57,4.25,2.64
"Ideal","VVS2",56,4.39,2.7
"Ideal","VS1",54.2,4.44,2.78
"Premium","SI1",62,4.86,2.82
"Ideal","VS2",56,4.55,2.72
"Ideal","IF",57,4.39,2.64
"Very Good","VVS1",58,4.29,2.71
"Ideal","VVS2",56,4.33,2.68
"Ideal","IF",56,4.36,2.7
"Premium","VVS2",58,4.33,2.67
"Premium","VVS1",59,4.34,2.71
"Premium","VVS1",59,4.3,2.68
"Ideal","VVS1",56,4.36,2.66
"Premium","VVS2",59,4.34,2.63
"Very Good","VVS1",53,4.34,2.73
"Premium","IF",58,4.33,2.68
"Very Good","VVS2",60,4.34,2.67
"Ideal","VS1",55,4.63,2.9
"Very Good","VS1",60,4.95,2.9
"Ideal","SI2",57,4.73,2.97
"Very Good","SI2",55,4.73,2.99
"Very Good","SI2",54,4.75,2.99
"Very Good","VS1",59,4.79,2.92
"Ideal","VS1",56,4.62,2.85
"Ideal","VVS1",56,4.28,2.67
"Premium","VVS2",58,4.29,2.69
"Ideal","VVS2",55,4.53,2.81
"Ideal","SI1",56,4.77,2.93
"Very Good","VS1",57.1,4.57,2.79
"Ideal","IF",57,4.25,2.66
"Ideal","VS2",57,4.7,2.84
"Very Good","VS2",58,4.61,2.89
"Very Good","VS1",58,4.69,2.91
"Premium","SI1",59,4.77,2.86
"Ideal","VVS2",57,4.79,2.98
"Ideal","VVS1",56,4.59,2.84
"Ideal","VS1",56,4.4,2.67
"Very Good","VS1",59,4.62,2.78
"Ideal","VS1",55,4.9,3.05
"Ideal","VS1",55,4.44,2.72
"Good","VS1",54,4.67,2.92
"Ideal","VVS1",60,4.37,2.63
"Ideal","VS1",56,4.76,2.91
"Good","SI1",57,4.34,2.77
"Ideal","VS1",55,4.06,2.54
"Good","VVS1",62,3.9,2.46
"Very Good","SI2",60,4.33,2.69
"Very Good","SI1",55,4.32,2.73
"Very Good","SI2",59,4.3,2.71
"Premium","SI2",60,4.38,2.64
"Ideal","SI1",55,4.35,2.71
"Very Good","VVS1",56,4.35,2.68
"Good","VS2",62,4.7,2.89
"Ideal","SI1",55,4.56,2.83
"Premium","SI1",59,4.56,2.81
"Ideal","SI1",55,4.56,2.8
"Ideal","SI1",57,4.52,2.81
"Ideal","SI1",57,4.57,2.79
"Very Good","VS2",61,4.74,2.89
"Premium","VS2",58,4.8,2.88
"Premium","VS2",59,4.78,2.91
"Ideal","VS1",56,4.73,2.98
"Premium","VS2",59,4.72,2.93
"Ideal","VS2",55,4.75,2.99
"Premium","VS2",59,4.73,2.97
"Good","IF",54,4.7,3
"Ideal","VS2",54,4.78,2.99
"Very Good","VS1",56,4.74,2.95
"Premium","VS1",60,4.75,2.98
"Ideal","VVS2",56,4.73,2.96
"Ideal","VS2",54,4.75,2.98
"Ideal","VS2",57,4.71,2.94
"Ideal","VS1",56,4.77,2.96
"Ideal","VVS1",56,4.42,2.71
"Ideal","VVS1",55,4.34,2.7
"Ideal","VS1",54,4.72,2.94
"Premium","VVS2",59,4.26,2.55
"Ideal","VVS2",57,4.25,2.55
"Ideal","VS1",57,4.42,2.68
"Premium","VVS2",60,4.48,2.69
"Ideal","VVS2",57,4.39,2.75
"Ideal","VVS2",55,4.42,2.72
"Ideal","VS1",55,4.46,2.72
"Premium","VS1",56,4.43,2.74
"Ideal","VS1",55,4.42,2.74
"Ideal","VS1",55,4.43,2.72
"Ideal","VS1",56,4.42,2.71
"Ideal","VS1",55,4.41,2.71
"Premium","VS1",58,4.4,2.73
"Ideal","VS1",56,4.39,2.73
"Premium","VS1",58,4.39,2.74
"Ideal","VS2",57,4.47,2.72
"Premium","VS2",58,4.44,2.69
"Ideal","VS2",56,4.43,2.71
"Ideal","VS2",56,4.42,2.71
"Ideal","VS2",55,4.43,2.72
"Premium","VS2",58,4.42,2.69
"Ideal","VS2",54,4.4,2.74
"Ideal","VS2",56,4.39,2.71
"Ideal","VS2",55,4.37,2.71
"Ideal","VS2",57,4.38,2.72
"Ideal","VS2",56,4.37,2.63
"Premium","VS2",58,4.9,2.99
"Ideal","VVS1",56,4.43,2.76
"Very Good","SI1",54,4.76,3.01
"Ideal","VS1",57,4.77,2.95
"Fair","SI1",56,4.84,3.24
"Ideal","VS2",55,4.52,2.82
"Ideal","VS2",55,4.5,2.8
"Premium","VS2",58,4.54,2.82
"Premium","VS1",58,4.55,2.78
"Ideal","VS1",56,4.51,2.8
"Premium","VS2",58,4.57,2.74
"Ideal","VS1",55,4.82,2.99
"Ideal","VS1",57,4.85,2.91
"Ideal","VS1",56,4.79,2.96
"Premium","SI2",58,4.83,2.92
"Ideal","SI1",56,4.82,2.98
"Ideal","SI1",54,4.96,3.06
"Very Good","VS2",56,4.77,2.88
"Ideal","VVS2",53.9,4.64,2.9
"Ideal","VVS2",56,4.41,2.76
"Ideal","SI1",55,4.81,2.98
"Premium","VS1",60,4.63,2.81
"Premium","VS2",57,4.63,2.82
"Ideal","VS2",57,4.66,2.82
"Very Good","SI2",60,4.31,2.66
"Ideal","SI2",56,4.35,2.72
"Very Good","SI2",59,4.28,2.7
"Premium","SI1",60,4.34,2.64
"Very Good","SI1",56,4.34,2.7
"Ideal","SI2",55,4.46,2.76
"Premium","SI2",58,4.48,2.69
"Premium","VS2",60,4.63,2.82
"Premium","SI1",58,4.64,2.85
"Premium","VS1",59,4.63,2.88
"Ideal","VVS2",57,4.63,2.85
"Very Good","VVS1",60,4.32,2.72
"Ideal","VS2",57,4.68,2.93
"Very Good","VS1",60,4.72,2.98
"Very Good","VS2",60,4.71,2.96
"Ideal","VS1",55,4.58,2.84
"Very Good","VVS1",62,4.56,2.7
"Ideal","SI2",57,4.82,2.93
"Ideal","VVS2",55,4.41,2.69
"Ideal","VVS2",57,4.34,2.65
"Premium","VVS2",57,4.41,2.66
"Very Good","SI1",59,4.73,2.99
"Ideal","VVS2",56,4.52,2.76
"Ideal","VVS1",57,4.49,2.74
"Ideal","VVS1",55,4.45,2.77
"Ideal","VVS1",55,4.34,2.68
"Ideal","VVS1",57,4.32,2.65
"Ideal","SI1",54,4.87,3
"Ideal","IF",54,4.47,2.75
"Good","SI1",57,4.79,3.03
"Very Good","SI2",56,4.8,3.01
"Very Good","VVS2",54,4.75,2.95
"Ideal","VS2",56,4.75,2.88
"Very Good","VS1",60,4.84,2.86
"Ideal","VVS2",54,4.45,2.77
"Ideal","VVS1",56,4.37,2.69
"Ideal","VVS1",54,4.36,2.72
"Ideal","VVS1",54,4.36,2.71
"Ideal","VS2",57,4.66,2.87
"Very Good","SI1",56,4.75,2.99
"Very Good","SI1",58,4.69,2.96
"Very Good","VVS2",54,4.43,2.75
"Ideal","SI2",54,5.04,3.13
"Very Good","VVS1",57,4.55,2.79
"Premium","VS2",59,4.39,2.75
"Very Good","VVS1",61,4.37,2.67
"Premium","VVS1",58,4.76,2.9
"Premium","VVS2",58,4.42,2.71
"Premium","VS2",60,4.75,2.9
"Premium","VS2",59,4.71,2.89
"Premium","VS2",58,4.72,2.9
"Ideal","VVS1",55,4.37,2.73
"Premium","VVS1",59,4.76,2.84
"Good","VVS1",57,4.65,2.96
"Ideal","VVS2",57,4.42,2.7
"Ideal","VVS1",57,4.38,2.73
"Ideal","VVS2",57,4.68,2.94
"Ideal","SI1",54,4.83,2.97
"Ideal","VVS1",55,4.53,2.75
"Ideal","SI1",57,4.7,2.85
"Ideal","IF",56,4.34,2.65
"Premium","VS2",61,4.31,2.65
"Premium","VS1",60,4.31,2.6
"Premium","VS2",59,4.41,2.6
"Ideal","VS2",56,4.36,2.65
"Premium","VS2",58,4.34,2.67
"Ideal","VS2",56,4.33,2.67
"Ideal","VS2",57,4.34,2.67
"Ideal","VS2",55,4.32,2.66
"Premium","VS2",59,4.33,2.62
"Ideal","VS2",57,4.33,2.69
"Ideal","VS2",56,4.32,2.66
"Premium","VS2",58,4.32,2.68
"Premium","VS2",59,4.31,2.66
"Ideal","VS2",55,4.31,2.66
"Premium","VS2",58,4.31,2.68
"Ideal","VS2",55,4.3,2.65
"Premium","VS2",58,4.28,2.67
"Premium","VS2",60,4.26,2.63
"Good","SI2",62,5.17,2.9
"Ideal","VS2",56,4.33,2.68
"Premium","VVS2",59,4.61,2.82
"Ideal","VS2",57,4.42,2.74
"Premium","VS2",59,4.4,2.7
"Ideal","VS1",54,4.2,2.58
"Ideal","SI1",55,4.39,2.71
"Ideal","SI1",54,4.37,2.72
"Very Good","VVS2",59,3.93,2.41
"Very Good","VVS2",57,3.99,2.42
"Ideal","SI1",56,4.33,2.68
"Premium","VS1",56,4.52,2.82
"Ideal","VS2",55,4.43,2.73
"Ideal","VVS1",57,4.16,2.56
"Premium","IF",58,4.3,2.66
"Very Good","VS2",58,4.7,2.88
"Premium","VS1",60,4.77,2.94
"Premium","VS1",58,4.79,2.96
"Ideal","VS2",56,4.79,2.99
"Ideal","VS1",56,4.82,2.97
"Ideal","VS2",56,4.82,2.97
"Ideal","VS2",56,4.8,2.95
"Ideal","VS1",54,4.34,2.68
"Ideal","VVS1",54,4.88,3.02
"Ideal","VS1",56,4.34,2.67
"Ideal","VVS2",56,4.74,2.89
"Ideal","VVS1",55,4.54,2.81
"Very Good","VVS2",55,4.72,2.98
"Very Good","VS2",60,4.66,2.91
"Ideal","VVS2",57,4.31,2.67
"Ideal","VS1",56,4.45,2.73
"Very Good","VS2",58,4.79,3.03
"Good","VS1",55,4.6,2.74
"Ideal","VS1",57,4.86,2.95
"Premium","SI1",58,4.64,2.79
"Ideal","SI1",57,4.63,2.82
"Ideal","SI1",57,4.59,2.86
"Premium","VS2",62,4.27,2.64
"Ideal","VS1",56,4.53,2.81
"Ideal","VS1",55,4.59,2.87
"Ideal","VS1",56,4.56,2.82
"Ideal","VS2",57,4.58,2.81
"Premium","VS2",58,4.6,2.79
"Ideal","VVS1",58,4.36,2.74
"Ideal","IF",57,4.6,2.81
"Premium","VS2",58,4.59,2.81
"Ideal","VS2",57,4.57,2.78
"Ideal","VVS2",54.3,4.63,2.9
"Ideal","VVS2",58,4.61,2.8
"Ideal","VVS1",56,4.34,2.68
"Ideal","VS2",56,4.62,2.88
"Ideal","IF",61,4.39,2.66
"Very Good","VS2",55,4.8,2.99
"Ideal","VVS1",55,4.42,2.72
"Ideal","VVS1",55,4.4,2.72
"Ideal","VS2",54,4.72,2.94
"Very Good","VS2",56,4.41,2.78
"Ideal","VVS2",55,4.47,2.76
"Premium","VVS2",60,4.42,2.75
"Ideal","VS1",55,4.55,2.72
"Ideal","VS1",55,4.46,2.76
"Premium","VS1",61,4.48,2.68
"Ideal","VS1",54,4.47,2.76
"Ideal","VS1",56,4.45,2.74
"Premium","VS1",58,4.45,2.72
"Ideal","VS1",56,4.42,2.74
"Premium","VS1",58,4.44,2.72
"Ideal","VS1",57,4.42,2.74
"Ideal","VS2",56,4.46,2.74
"Ideal","VS2",57,4.48,2.74
"Ideal","VS2",55,4.47,2.77
"Premium","VS2",57,4.44,2.74
"Premium","SI1",57,4.77,2.92
"Ideal","VS2",54,4.46,2.77
"Very Good","VVS2",58,4.63,2.88
"Premium","SI1",58,4.72,2.94
"Premium","SI1",59,4.64,2.88
"Premium","SI1",59,4.69,2.94
"Ideal","SI2",55,4.77,2.91
"Premium","SI2",58,4.76,2.9
"Premium","SI2",58,4.75,2.94
"Ideal","SI2",56,4.73,2.96
"Premium","SI1",61,4.66,2.85
"Fair","VS2",55,4.82,3.2
"Ideal","SI2",54,5.2,3.23
"Ideal","VVS1",56,4.26,2.67
"Premium","SI1",59,4.32,2.66
"Very Good","VVS2",54,4.23,2.64
"Very Good","VVS2",54,3.98,2.52
"Good","I1",56,4.7,3.01
"Ideal","VVS2",56.1,4.31,2.68
"Very Good","VVS2",63,4.04,2.36
"Ideal","VVS1",56,4.11,2.53
"Ideal","VVS1",53,4.3,2.68
"Ideal","VS2",57,4.34,2.65
"Very Good","VVS2",56,4.68,2.8
"Ideal","VVS1",55,4.45,2.77
"Ideal","VVS2",55,4.27,2.64
"Very Good","SI2",57,4.82,3.04
"Very Good","SI2",59,4.81,3.03
"Very Good","VVS1",57,4.5,2.79
"Ideal","VVS1",55,4.42,2.69
"Ideal","VS1",54,5.01,3.13
"Premium","SI1",58,4.74,2.97
"Ideal","VVS2",54,4.78,3.01
"Ideal","VVS1",57,4.27,2.66
"Ideal","VVS1",55,4.31,2.69
"Ideal","VS1",56,4.41,2.72
"Premium","VVS1",58,4.51,2.75
"Very Good","VS1",55,4.37,2.63
"Good","VS2",57,4.74,3
"Very Good","VVS1",56,4.75,2.95
"Premium","VS2",58,4.79,2.95
"Ideal","VS2",56,4.82,2.91
"Ideal","VS2",56,4.74,2.96
"Premium","VVS1",59,4.75,2.94
"Ideal","VVS1",56,4.8,2.96
"Ideal","VS2",56,4.76,2.95
"Very Good","VS2",58,4.69,2.96
"Ideal","VVS1",56,4.5,2.79
"Ideal","IF",54,4.49,2.78
"Ideal","IF",54,4.51,2.8
"Ideal","IF",55,4.33,2.66
"Ideal","IF",57,4.27,2.65
"Ideal","IF",57,4.35,2.67
"Ideal","IF",56,4.34,2.68
"Ideal","IF",56,4.34,2.65
"Ideal","IF",57,4.3,2.65
"Ideal","IF",54,4.31,2.7
"Ideal","IF",57,4.27,2.66
"Ideal","VVS2",56,4.39,2.75
"Ideal","VVS2",54,4.38,2.72
"Ideal","VVS2",54,4.34,2.69
"Ideal","IF",54,4.47,2.71
"Very Good","IF",56,4.55,2.85
"Ideal","VVS1",57,4.84,2.94
"Ideal","VVS1",56,4.38,2.69
"Ideal","IF",56,4.73,2.88
"Very Good","VS2",60,4.73,2.81
"Very Good","VS2",58,4.66,2.83
"Ideal","SI1",56,4.77,2.89
"Very Good","VS2",59,4.78,3.02
"Premium","VS2",58,4.84,2.98
"Premium","VS2",58,4.84,2.97
"Ideal","VVS1",55,4.42,2.74
"Ideal","VS2",62,4.71,2.88
"Very Good","VVS2",55,4.72,2.99
"Ideal","VVS2",55,4.75,2.91
"Ideal","VVS2",57,4.45,2.73
"Ideal","VVS1",54,4.47,2.76
"Premium","VVS2",58,4.47,2.7
"Very Good","VVS1",60,4.42,2.71
"Ideal","VVS1",57,4.3,2.67
"Ideal","VVS1",57,4.41,2.76
"Ideal","VVS1",55,4.42,2.74
"Ideal","VS1",57,4.88,2.99
"Very Good","VS2",58,4.81,3.01
"Premium","VS2",58,4.69,2.73
"Ideal","VS2",54,4.64,2.89
"Ideal","SI2",56,4.82,2.91
"Very Good","VS1",57,4.73,2.92
"Ideal","VS1",57,4.7,2.85
"Ideal","VS2",55,4.71,2.86
"Ideal","IF",56,4.33,2.71
"Ideal","IF",57,4.38,2.68
"Premium","SI2",60,4.91,2.94
"Very Good","IF",55,4.37,2.75
"Ideal","VS2",55,4.79,2.98
"Ideal","SI1",57,4.62,2.85
"Very Good","VS2",57,4.07,2.58
"Very Good","VS2",58,4.08,2.59
"Very Good","VS1",58,4.19,2.53
"Ideal","VS2",56,4.21,2.55
"Premium","SI1",60,3.9,2.39
"Premium","VS1",59,4.2,2.54
"Premium","VS1",58,4.17,2.58
"Premium","VS1",60,4.39,2.7
"Ideal","VS2",54,4.41,2.7
"Ideal","VS2",54,4.41,2.68
"Ideal","VS2",55,4.39,2.71
"Ideal","VS2",55,4.39,2.7
"Ideal","VS2",57,4.38,2.69
"Ideal","VS2",54,4.37,2.69
"Ideal","VS2",54,4.4,2.68
"Ideal","VS2",57,4.37,2.73
"Ideal","VS2",55,4.35,2.68
"Premium","VS2",59,4.35,2.67
"Premium","VS2",58,4.33,2.71
"Premium","VS2",58,4.33,2.7
"Good","VS2",54,4.74,3.02
"Ideal","VVS2",57,4.7,2.86
"Ideal","SI1",55,4.8,2.92
"Ideal","IF",55,4.31,2.67
"Ideal","IF",56,4.3,2.65
"Ideal","IF",57,4.34,2.65
"Premium","VS1",60,4.37,2.7
"Ideal","IF",57,4.3,2.69
"Ideal","VS1",56,4.65,2.86
"Premium","VVS1",58,4.58,2.85
"Premium","SI1",59,4.65,2.87
"Premium","SI1",58,4.58,2.86
"Ideal","VS2",57,5.09,3.15
"Ideal","VS1",55,4.52,2.77
"Ideal","VS2",56,4.59,2.84
"Ideal","VS1",56,4.78,2.88
"Ideal","VS1",54,4.44,2.75
"Ideal","SI1",55,4.8,2.97
"Ideal","SI1",56,4.77,2.98
"Ideal","SI1",55,4.82,3.01
"Premium","SI1",58,4.85,2.92
"Ideal","SI2",55,4.93,2.91
"Premium","SI2",57,4.83,2.95
"Ideal","SI2",57,4.73,2.96
"Ideal","SI2",55,4.8,2.99
"Ideal","SI2",57,4.78,2.97
"Premium","SI2",58,4.73,2.92
"Ideal","VS1",57,4.72,2.95
"Ideal","VVS2",57,4.69,2.93
"Premium","VS1",58,4.78,2.91
"Ideal","VS1",56,4.72,2.94
"Ideal","VS1",57,4.77,2.9
"Ideal","VS1",55,4.36,2.69
"Very Good","IF",56,4.41,2.69
"Premium","SI1",58,4.72,2.93
"Very Good","SI1",57,4.73,2.98
"Premium","VVS1",58,4.32,2.68
"Ideal","VVS1",55,4.34,2.68
"Ideal","VVS1",54,4.3,2.7
"Very Good","VVS1",60,4.25,2.68
"Premium","VVS1",59,4.29,2.65
"Premium","VVS2",58,4.34,2.65
"Premium","VVS2",59,4.35,2.65
"Ideal","VVS2",56,4.34,2.66
"Ideal","VVS2",57,4.32,2.67
"Good","VVS2",56,4.29,2.73
"Ideal","VVS2",57,4.29,2.68
"Premium","VVS2",59,4.28,2.64
"Very Good","VVS2",54,4.26,2.7
"Very Good","VVS2",57,4.28,2.69
"Very Good","VVS2",57,4.27,2.69
"Premium","SI1",58,4.73,2.87
"Premium","VS1",60,4.33,2.7
"Ideal","VS1",57,4.72,2.84
"Ideal","VS2",56,4.45,2.63
"Ideal","VVS1",55,4.44,2.76
"Ideal","VVS1",55,4.44,2.76
"Ideal","VVS1",54,4.42,2.75
"Premium","VVS2",58,4.5,2.75
"Premium","VS1",61,4.53,2.72
"Premium","VS2",60,4.5,2.72
"Ideal","VS2",57,4.53,2.77
"Good","VS1",64,3.96,2.42
"Good","SI1",60,4.12,2.59
"Very Good","SI1",58,4.32,2.73
"Very Good","VS2",57,4.21,2.59
"Good","SI1",55,4.27,2.75
"Very Good","VS1",62,3.93,2.39
"Premium","SI2",60,4.27,2.65
"Very Good","VS2",55,4.25,2.64
"Very Good","SI1",61,4.31,2.61
"Premium","VS2",58,4.33,2.72
"Premium","SI1",58,4.32,2.72
"Very Good","VVS2",62,4.04,2.37
"Very Good","VVS1",58,3.96,2.49
"Good","VVS1",66,3.93,2.38
"Good","SI1",56,4.5,2.87
"Premium","VS2",57,4.48,2.78
"Ideal","VVS2",55,4.48,2.81
"Very Good","VS2",59,4.7,2.91
"Premium","VVS1",58,4.3,2.7
"Ideal","VS1",55,4.64,2.89
"Ideal","SI1",55,4.81,3.02
"Very Good","SI1",58,4.72,2.98
"Very Good","SI1",58,4.69,2.95
"Premium","SI1",59,4.74,2.88
"Very Good","SI1",56,4.74,2.98
"Good","SI1",55,4.72,3
"Good","SI1",56,4.69,2.98
"Ideal","SI1",57,4.68,2.94
"Ideal","SI2",55,4.79,3
"Ideal","SI1",57,4.86,3.04
"Good","VS1",62,4.65,2.94
"Very Good","VS2",59,4.75,2.95
"Ideal","VVS1",55,4.8,3
"Ideal","VS2",53,4.99,3.11
"Premium","SI1",60,4.78,2.9
"Ideal","VS1",56,4.37,2.66
"Very Good","VVS1",56,4.37,2.7
"Very Good","VVS1",55,4.39,2.74
"Very Good","IF",58,4.28,2.66
"Very Good","IF",56,4.27,2.68
"Ideal","IF",54,4.34,2.69
"Ideal","IF",56,4.29,2.66
"Ideal","IF",57,4.28,2.65
"Ideal","IF",58,4.3,2.66
"Ideal","IF",54,4.33,2.71
"Ideal","IF",55,4.32,2.68
"Ideal","IF",57,4.25,2.67
"Ideal","IF",55,4.31,2.69
"Ideal","IF",56,4.31,2.67
"Ideal","SI1",56,4.83,2.97
"Ideal","VVS1",56,4.56,2.79
"Premium","VS2",59,4.65,2.82
"Ideal","IF",56,4.43,2.7
"Very Good","VS1",60,4.72,2.94
"Premium","VS2",58,4.68,2.89
"Ideal","VS2",57,4.67,2.85
"Ideal","VS1",57,4.57,2.79
"Ideal","VVS1",56,4.38,2.71
"Very Good","VS1",56,4.61,2.91
"Premium","IF",59,4.38,2.68
"Ideal","VS2",54,4.73,2.95
"Ideal","IF",55,4.36,2.69
"Ideal","IF",56,4.38,2.68
"Ideal","IF",56,4.33,2.69
"Ideal","IF",54,4.35,2.7
"Ideal","IF",55,4.36,2.7
"Ideal","IF",57,4.39,2.7
"Ideal","IF",54,4.38,2.71
"Ideal","IF",56,4.36,2.68
"Good","VS1",61,4.86,2.83
"Very Good","VS1",57,4.87,3.06
"Ideal","IF",55,4.47,2.75
"Ideal","IF",56,4.45,2.72
"Ideal","VVS1",55,4.41,2.7
"Very Good","VVS2",58.7,4.47,2.68
"Ideal","VVS1",55,4.47,2.76
"Ideal","VS2",54.7,4.95,3.09
"Fair","I1",56,5.23,3.41
"Good","VVS2",57,4.62,2.94
"Ideal","VVS1",53.3,4.63,2.9
"Very Good","VS1",56,4.68,2.96
"Premium","VVS1",60,4.35,2.62
"Very Good","IF",57,4.27,2.69
"Very Good","IF",62,4.32,2.64
"Ideal","VVS1",57,4.33,2.63
"Ideal","VVS1",56,4.3,2.66
"Premium","IF",60,4.29,2.65
"Ideal","IF",57,4.33,2.67
"Ideal","VS2",57,4.68,2.95
"Ideal","IF",54,4.69,2.93
"Premium","VS2",58,4.3,2.67
"Premium","SI2",58,4.57,2.79
"Premium","VS1",58,4.32,2.61
"Ideal","VS1",57,4.29,2.69
"Very Good","VS2",58,4.26,2.67
"Good","VS2",59,4.2,2.69
"Very Good","VS2",61,4.27,2.61
"Ideal","VVS2",55,4.54,2.84
"Ideal","VVS2",53,4.59,2.88
"Very Good","IF",55,4.56,2.69
"Ideal","VVS1",56,4.35,2.71
"Ideal","VVS2",54,4.62,2.88
"Ideal","VVS1",55,4.41,2.74
"Ideal","VS1",56,4.42,2.72
"Premium","SI1",58,4.85,2.95
"Very Good","SI1",58,4.79,3.02
"Ideal","SI1",55,4.7,2.89
"Premium","SI1",57,5.11,2.94
"Premium","SI2",59,4.82,2.98
"Premium","VS1",60,4.72,2.81
"Premium","VS2",59,4.69,2.83
"Ideal","VS2",56,4.62,2.89
"Premium","VS1",58,4.7,2.96
"Ideal","VS1",57,4.7,2.95
"Premium","VS1",58,4.75,2.95
"Very Good","VS1",58,4.79,2.92
"Premium","VS1",60,4.7,2.93
"Premium","VS1",58,4.76,2.89
"Ideal","VS1",57,4.81,2.89
"Very Good","VS1",59,4.76,2.87
"Ideal","VS1",56,4.44,2.71
"Ideal","VS2",55,4.43,2.74
"Premium","SI1",61,4.81,2.84
"Premium","SI1",59,4.74,2.93
"Premium","SI1",59,4.71,2.94
"Premium","VS2",58,4.48,2.7
"Ideal","VS2",57,4.42,2.75
"Ideal","VS2",56,4.43,2.74
"Ideal","VS2",55,4.41,2.73
"Ideal","VS2",56,4.41,2.73
"Ideal","VS2",57,4.41,2.72
"Premium","VS2",58,4.4,2.74
"Ideal","VS2",55,4.38,2.71
"Premium","VS2",59,4.39,2.68
"Premium","VS2",59,4.89,2.93
"Ideal","IF",56,4.38,2.69
"Ideal","IF",55,4.37,2.72
"Ideal","VVS2",53,4.45,2.78
"Ideal","VVS2",57,4.72,2.87
"Very Good","VS1",55,4.63,2.85
"Ideal","VVS1",57,4.38,2.69
"Very Good","SI1",58,4.79,3.01
"Ideal","VS2",56,4.78,2.92
"Ideal","SI1",56,4.78,2.99
"Premium","SI1",59,4.82,2.94
"Ideal","SI1",56,4.78,2.95
"Good","SI1",58,4.74,3.01
"Good","SI1",56,4.73,3
"Ideal","VVS1",56,4.5,2.79
"Ideal","VS2",56,4.88,2.99
"Very Good","VS2",59,4.81,2.96
"Ideal","VVS1",57,4.27,2.65
"Ideal","IF",56,4.4,2.71
"Premium","VS1",59,4.59,2.74
"Ideal","VVS1",55,4.53,2.79
"Ideal","VS2",57,4.55,2.82
"Premium","VVS2",58,4.5,2.81
"Premium","VVS2",58,4.54,2.8
"Premium","VS1",61,4.58,2.77
"Premium","VS1",59,4.53,2.81
"Ideal","VS1",55,4.55,2.83
"Ideal","VS2",55,4.56,2.83
"Premium","VS2",59,4.55,2.79
"Ideal","VS2",57,4.56,2.76
"Ideal","VS2",57,4.51,2.81
"Ideal","VS2",56,4.52,2.82
"Very Good","SI1",56,4.76,3.01
"Premium","SI1",59,4.7,2.94
"Premium","VVS1",59,4.38,2.65
"Ideal","VVS1",56,4.38,2.68
"Premium","VVS1",58,4.34,2.67
"Very Good","VVS1",57,4.31,2.7
"Very Good","VS2",61,4.29,2.63
"Premium","VS1",59,4.26,2.64
"Good","VS1",57,4.24,2.71
"Very Good","VS2",59,4.25,2.69
"Good","VS1",58,4.23,2.7
